,question,answer
72,co lze bez souhlasu autora?,"autorske pravo chrani vysledky lidske tvurci cinnosti napr. v oblasti literarni, vytvarne, hudebni, fotograficke, architektonicke, choreograficke, patri sem i oblast  softveru a pocitacovych her. takzvana prava souvisejici s pravem autorskym se vztahuji take na interprety, prekladatele, nahravaci spolecnosti, rozhlasove stanice, vydavatelstvi a dalsi. autorske pravo vznika okamzikem vzniku dila a plati po cely autoruv zivot a jeste 70 let po jeho smrti. neni treba jej nikde registrovat. bez autorova souhlasu neni mozne dilo napr. kopirovat, sirit, upravovat, vystavovat ci pujcovat. legalni je pouze uzivani dila pro osobni potrebu na nekomercni bazi. autorske pravo je v gesci ministerstva kultury ceske republiky."
73,mam autorske dilo registrovat?,"autorske pravo chrani vysledky lidske tvurci cinnosti napr. v oblasti literarni, vytvarne, hudebni, fotograficke, architektonicke, choreograficke, patri sem i oblast  softveru a pocitacovych her. takzvana prava souvisejici s pravem autorskym se vztahuji take na interprety, prekladatele, nahravaci spolecnosti, rozhlasove stanice, vydavatelstvi a dalsi. autorske pravo vznika okamzikem vzniku dila a plati po cely autoruv zivot a jeste 70 let po jeho smrti. neni treba jej nikde registrovat. bez autorova souhlasu neni mozne dilo napr. kopirovat, sirit, upravovat, vystavovat ci pujcovat. legalni je pouze uzivani dila pro osobni potrebu na nekomercni bazi. autorske pravo je v gesci ministerstva kultury ceske republiky."
74,musim autorske dilo registrovat?,"autorske pravo chrani vysledky lidske tvurci cinnosti napr. v oblasti literarni, vytvarne, hudebni, fotograficke, architektonicke, choreograficke, patri sem i oblast  softveru a pocitacovych her. takzvana prava souvisejici s pravem autorskym se vztahuji take na interprety, prekladatele, nahravaci spolecnosti, rozhlasove stanice, vydavatelstvi a dalsi. autorske pravo vznika okamzikem vzniku dila a plati po cely autoruv zivot a jeste 70 let po jeho smrti. neni treba jej nikde registrovat. bez autorova souhlasu neni mozne dilo napr. kopirovat, sirit, upravovat, vystavovat ci pujcovat. legalni je pouze uzivani dila pro osobni potrebu na nekomercni bazi. autorske pravo je v gesci ministerstva kultury ceske republiky."
75,musi se autorske dilo registrovat?,"autorske pravo chrani vysledky lidske tvurci cinnosti napr. v oblasti literarni, vytvarne, hudebni, fotograficke, architektonicke, choreograficke, patri sem i oblast  softveru a pocitacovych her. takzvana prava souvisejici s pravem autorskym se vztahuji take na interprety, prekladatele, nahravaci spolecnosti, rozhlasove stanice, vydavatelstvi a dalsi. autorske pravo vznika okamzikem vzniku dila a plati po cely autoruv zivot a jeste 70 let po jeho smrti. neni treba jej nikde registrovat. bez autorova souhlasu neni mozne dilo napr. kopirovat, sirit, upravovat, vystavovat ci pujcovat. legalni je pouze uzivani dila pro osobni potrebu na nekomercni bazi. autorske pravo je v gesci ministerstva kultury ceske republiky."
76,kde autorske dilo registrovat?,"autorske pravo chrani vysledky lidske tvurci cinnosti napr. v oblasti literarni, vytvarne, hudebni, fotograficke, architektonicke, choreograficke, patri sem i oblast  softveru a pocitacovych her. takzvana prava souvisejici s pravem autorskym se vztahuji take na interprety, prekladatele, nahravaci spolecnosti, rozhlasove stanice, vydavatelstvi a dalsi. autorske pravo vznika okamzikem vzniku dila a plati po cely autoruv zivot a jeste 70 let po jeho smrti. neni treba jej nikde registrovat. bez autorova souhlasu neni mozne dilo napr. kopirovat, sirit, upravovat, vystavovat ci pujcovat. legalni je pouze uzivani dila pro osobni potrebu na nekomercni bazi. autorske pravo je v gesci ministerstva kultury ceske republiky."
77,kdy vznika autorske pravo?,"autorske pravo chrani vysledky lidske tvurci cinnosti napr. v oblasti literarni, vytvarne, hudebni, fotograficke, architektonicke, choreograficke, patri sem i oblast  softveru a pocitacovych her. takzvana prava souvisejici s pravem autorskym se vztahuji take na interprety, prekladatele, nahravaci spolecnosti, rozhlasove stanice, vydavatelstvi a dalsi. autorske pravo vznika okamzikem vzniku dila a plati po cely autoruv zivot a jeste 70 let po jeho smrti. neni treba jej nikde registrovat. bez autorova souhlasu neni mozne dilo napr. kopirovat, sirit, upravovat, vystavovat ci pujcovat. legalni je pouze uzivani dila pro osobni potrebu na nekomercni bazi. autorske pravo je v gesci ministerstva kultury ceske republiky."
78,co je to stiznost?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
79,kde mohu najit informace o stiznostech?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
80,kde muzu najit informace o stiznostech?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
81,kde lze najit informace o stiznostech?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
82,kam ma byt stiznost podana?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
83,kam musi byt stiznost podana?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
84,co muze byt predmetem stiznosti?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
85,jaky je ucel podani stiznosti?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
86,kdo muze podat stiznost?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
87,kdo je opravnen podat stiznost?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
88,co se stane po podani stiznosti?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
89,jak muze byt stiznost vyresena?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
90,jake jsou mozne reakce uradu na stiznost?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
91,pravni predpisy tykajici se stiznosti,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
92,kam podat stiznost?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
93,jak podat stiznost?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
94,jak muze vypadat rozhodnuti o stiznosti?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
95,jak vypada rozhodnuti o stiznosti?,"stiznost je podani nebo sdeleni, ktere nekdo poda verejnopravni nebo soukromopravni osobe nebo organu, pokud predmetem je nejaky nedostatek, nespravne jednani nebo necinnost adresata nebo osoby, vuci niz ma adresat nejakou pravomoc nebo odpovednost, zejmena nema-li takove podani podle zvlastnich pravnich predpisu jiny nazev. stiznosti dorucene uradu, tridene podle let, a reakce uradu na ne, vcetne smernice k vyrizovani stiznosti v uradu prumysloveho vlastnictvi naleznete zde."
96,kdo vydava vestnik?,"urad prumysloveho vlastnictvi v souladu s pravnimi predpisy vydava vestnik. od roku 2007 je vestnik vydavan s tydenni periodicitou pouze v elektronicke podobe. ve vestniku jsou zverejnovany informace o prihlaskach i poskytnutych pravech, tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
97,jak casto je vydavan vestnik?,"urad prumysloveho vlastnictvi v souladu s pravnimi predpisy vydava vestnik. od roku 2007 je vestnik vydavan s tydenni periodicitou pouze v elektronicke podobe. ve vestniku jsou zverejnovany informace o prihlaskach i poskytnutych pravech, tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
98,jake informace najdu ve vestniku?,"urad prumysloveho vlastnictvi v souladu s pravnimi predpisy vydava vestnik. od roku 2007 je vestnik vydavan s tydenni periodicitou pouze v elektronicke podobe. ve vestniku jsou zverejnovany informace o prihlaskach i poskytnutych pravech, tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
99,jake informace jsou zverejnovany ve vestniku?,"urad prumysloveho vlastnictvi v souladu s pravnimi predpisy vydava vestnik. od roku 2007 je vestnik vydavan s tydenni periodicitou pouze v elektronicke podobe. ve vestniku jsou zverejnovany informace o prihlaskach i poskytnutych pravech, tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
100,jsou v vestniku informace o patentech ?,"urad prumysloveho vlastnictvi v souladu s pravnimi predpisy vydava vestnik. od roku 2007 je vestnik vydavan s tydenni periodicitou pouze v elektronicke podobe. ve vestniku jsou zverejnovany informace o prihlaskach i poskytnutych pravech, tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
101,jsou v vestniku informace o vynalezech?,"urad prumysloveho vlastnictvi v souladu s pravnimi predpisy vydava vestnik. od roku 2007 je vestnik vydavan s tydenni periodicitou pouze v elektronicke podobe. ve vestniku jsou zverejnovany informace o prihlaskach i poskytnutych pravech, tj. o patentech, zapsanych uzitnych a prumyslovych vzorech i ochrannych znamkach, platnych na nasem uzemi."
