	question	answer
21	pomoc s prihlaskou vynalezu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
22	pomoc s registraci  patentu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
23	pomoc s prihlaskou patentu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
24	pomoc s registraci  uzitneho vzoru	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
25	pomoc s prihlaskou uzitneho vzoru	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
26	pomoc s registraci  prumysloveho vzoru	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
27	pomoc s prihlaskou prumysloveho vzoru	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
28	pomoc s registraci  ochranne znamky	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
29	pomoc s prihlaskou ochranne znamky	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
30	pomoc s registraci  prumysloveho designu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
31	pomoc s prihlaskou prumysloveho designu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
32	pomoc s registraci  ochranneho oznaceni	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
33	pomoc s prihlaskou ochranneho oznaceni	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
34	kdo pomuze s prihlaskou vynalezu	"priprava a zpracovani prihlasek k predmetum prumyslove ochrany predpoklada specificke znalosti a zkusenosti. predevsim v pripade prihlasek vynalezu se doporucuje, aby byly zpracovany odbornikem, jelikoz nespravne zpracovane prihlasky vynalezu a zejmena jejich patentove naroky mohou mit pro prihlasovatele negativni nasledky, zejmena pokud jde o ziskany rozsah ochrany.

pomoc, pripadne odborne zastoupeni, mohou nalezt prihlasovatele u patentovych zastupcu a u advokatnich kancelari. vice informaci o zastupovani je mozne nalezt na webovych strankach komory patentovych zastupcu a ceske advokatni komory.

zakladni informace spojene s problematikou ochrany technickych reseni ci s rizenim o prihlaskach vynalezu a uzitnych vzoru, stejne jako informace spojene se znamkopravni problematikou, s rizenim o prihlaskach ochrannych znamek ci zatridovanim vyrobku a sluzeb pro ucely znamkopravniho rizeni vam mohou poskytnout pracovnici informacniho strediska uradu prumysloveho vlastnictvi.

vice na https://upv.gov.cz/o-uradu/nejcastejsi-dotazy-faq-. komora patentovych zastupcu zde: https://www.patzastupci.cz/. ceska advokatni komora zde: https://www.cak.cz/. helpdesk upv zde: https://upv.gov.cz/sluzby/informacni-sluzby/informacni-stredisko.  "
